Washington Reported Point Source Emissions (2009 – 2019),,,,,,,,,,,,,,,,
Last Updated: Jan. 2021,,,,,,,,,,,,,,,,
All Emissions Reported as Tons per Year,,,,,,,,,,,,,,,,
,,,,Criteria Pollutant Emissions (Facility Totals),,,,,,,,,,,,
2010,Spokane Regional Clean Air Agency,SPOKANE,Eastern Washington University,1.01,0.87,4.83,13.08,4.34,8.75,0.02,101 Huston Hall,Cheney,99004,47.48917,-117.57722,Synthetic Non-Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Exxonmobil Spokane Terminal,0,0,,,38.84,,,6311 E Sharp Av,Spokane,99211,47.66861,-117.31722,Synthetic Non-Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Fairchild AFB,1.3,1.3,0.7,14.6,15.50015,5.5,0,"92 CES/CEAN, 100 W Ent St, STE 155",Fairchild Air Force Base,99011,47.63028,-117.65083,Synthetic Non-Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Fiber-Tech Industries,0,0,,,18.74,,,3808 N Sullivan Rd Bldg 31,Spokane,99216,48.59278,-117.20333,HAP and CAP Major
2010,Spokane Regional Clean Air Agency,SPOKANE,"Holly Energy Partners-Operating, L.P.",0,0,,3,13.8,6,,3225 E Lincoln Road,Spokane,99207,47.72944,-117.36139,Synthetic Non-Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Honeywell Electronic Materials,0,0,,0.5,16,,,15128 E Euclid Av,Spokane,99216,47.675,-117.19972,Synthetic Non-Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Inland Empire Paper,9.7,3.5,0.9,65.2,0.8027,11.5,0.4,3320 N Argonne Rd,Spokane,99212,47.6875,-117.27944,CAP Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Kaiser Trentwood,65.6,53.4,0.5,85,201.4,83.6,0.5,15000 E Euclid,Spokane,99216,47.68722,-117.2116,CAP Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Melcher Mfg Co Inc,0,0,,,2.3,,,6017 E Mission Ave,Spokane,99212,47.67139,-117.32361,HAP Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Mutual Materials,20,6.4,11,10.34,0.4,25.1,0,South 10627 State Route 27,Mica,99023,47.55944,-117.21278,HAP and CAP Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Northside Landfill,0.7,0.7,0.3,1.5,2.3,0.14,,7202 N Nine Mile Rd,Spokane,99211,47.72817,-117.49446,CAP Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Saint Lukes Rehabilitation Institute,0.1,0.1,0,1,0.1,1,0.1,711 S Cowley St,Spokane,99202,47.64917,-117.40861,Synthetic Non-Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Solar System Athletic Reconditioning,0,0,,,3.25,,,3003 E Courtland,Spokane,99207,47.68889,-117.36583,Synthetic Non-Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Transcanada GTN System,4.1,4.1,2.4,87.6,7,96.4,,315 W Babb Rd,Rosalia,99170,47.27778,-117.40389,CAP Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Travis Pattern,10.6,8.6,1.15,11.4,9.41,6.6,0,1413 E Hawthorne Rd,Spokane,99218,47.75556,-117.38667,Synthetic Non-Major
2010,Spokane Regional Clean Air Agency,SPOKANE,"Triumph Composite Systems, Inc (Formerly The Boeing Company)",0.39,0.39,0.02,2.55,26.89,2.14,0.01,1514 S Flint Rd,Spokane,99204,47.641927,-117.542379,Synthetic Non-Major
2010,Spokane Regional Clean Air Agency,SPOKANE,Waste To Energy,7.2,5.8,4,332.7,3.2,46.3,23.4,2900 S Geiger Blvd,Spokane,99224,47.66,-117.4225,HAP and CAP Major
2010,Yakima Regional Clean Air Agency,YAKIMA,Canam Steel Corp,1.45,0,0,0,18.72,0,,2002 Morgan,Sunnyside,98944,46.32806,-119.99528,CAP Major
2010,Yakima Regional Clean Air Agency,YAKIMA,"Dunollie Enterprises, LLC",7,4,0,0,0,0,0,805 N 7th St,Yakima,98901,46.61444,-120.50306,CAP Major
2010,Yakima Regional Clean Air Agency,YAKIMA,Pactiv,0,0,,,46,,,1111 N 20th Ave,Yakima,98902,46.64917,-120.51694,CAP Major
2010,Yakima Regional Clean Air Agency,YAKIMA,Shields Bag & Printing Co,0,0,0,5,338.9,0,0,1009 Rock Avenue,Yakima,98902,46.58917,-120.50556,CAP Major
2010,Yakima Regional Clean Air Agency,YAKIMA,Terrace Heights Landfill,24,4,0,1,15,3,0,7601 Roza Hill Dr,Yakima,98901,46.60889,-120.3975,CAP Major
2010,Yakima Regional Clean Air Agency,YAKIMA,Yakima Co Pub SrvcS Solid Wst Div Cheyne Landfill,6,0,0,0,6,1,0,4970 Cheyne Road,Zillah,98953,46.475,-120.269,Non-Major
2009,Benton Clean Air Agency,BENTON,A & B Asphalt,0.26,0.01,8.9,4.4,2.42,7.99,,16004 E Field Rd,Benton City,99320,46.24194,-119.46694,Synthetic Non-Major
2009,Benton Clean Air Agency,BENTON,Agrium US Inc,1,0,0,26,0,3,17.2,227515 E Bowles Road,Kennewick,99337,46.1661,-119.0161,CAP Major
2009,Benton Clean Air Agency,BENTON,AJ's Crushing & Concrete,2.2,0,,,,,,16004 E Field Rd,Benton City,99320,46.24194,-119.46694,Non-Major
2009,Benton Clean Air Agency,BENTON,"Areva NP, Inc",0,0,0,5,0,0,0,2101 Horn Rapids Rd,Richland,99352,46.34889,-119.30028,Synthetic Non-Major
2009,Benton Clean Air Agency,BENTON,Central Premix Concrete Co,0,0,,,,,,955 Lacey St,Richland,99352,46.25639,-119.27778,Non-Major
2009,Benton Clean Air Agency,BENTON,CHS Inc. dba Connel Grain Growers,2.15,0,,,,,,900 E Columbia Dr,Kennewick,99336,46.20778,-119.09972,Non-Major
2009,Benton Clean Air Agency,BENTON,Con Agra Prosser,5,5,2,12,5,10,0,506 6th St,Prosser,99350,46.22861,-119.775,Non-Major
2009,Benton Clean Air Agency,BENTON,"ConAgra Foods Packaged Foods Lamb Weston, Inc.",5,5,0,31,10,26,4,2013 Saint St,Richland,99354,46.31128,-119.29989,Synthetic Non-Major
2009,Benton Clean Air Agency,BENTON,"Granite Northwest, Inc.",0.8,0.1,0.4,2.2,1.7,5.2,,2090 Robertson Drive,Richland,99352,46.31807,-119.29555,Non-Major
2009,Benton Clean Air Agency,BENTON,Greenbriar Rail Services,0.9872,0,0,1,7,3,0,228919 E Cochran Rd,Kennewick,99337,46.16111,-119.01917,Non-Major
2009,Benton Clean Air Agency,BENTON,Inland Asphalt Company,3.21,0,3.65,3.61,1.65,6.63,,955 Lacey St,Richland,99352,46.25639,-119.27778,Non-Major
2009,Benton Clean Air Agency,BENTON,Milne Fruit Products,0.38,0.12,0.04,9.56,0.38,5.74,0,804 Bennett Av,Prosser,99350,46.20194,-119.77417,Non-Major
2009,Benton Clean Air Agency,BENTON,Penford Food Ingredients,10.4,0,1,4,0,5,,216 University Drive,Richland,99353,46.33719,-119.26459,Non-Major
2009,Benton Clean Air Agency,BENTON,PROBUILD,5,0,,,25,,,3919 W CLEARWATER AVE,Kennewick,99336,46.21167,-119.17222,Synthetic Non-Major
2009,Benton Clean Air Agency,BENTON,Sandvik Special Metals LLC,0,0,,7,1,0,,43507 S Piert Road,Kennewick,99337,46.14563,-119.01199,Non-Major
2009,Benton Clean Air Agency,BENTON,Simplot Agribusiness,0.54,0,,,,,,227120 E Hedges Rd,Kennewick,99337,46.17363,-119.01988,Non-Major
2009,Benton Clean Air Agency,BENTON,Tessenderlo Kerley Inc,0.24,0,0.1,1.16,0.2,1.18,0.34,233807 Straightbank Rd.,Kennewick,99337,46.14,-119.00917,Non-Major
2009,Benton Clean Air Agency,BENTON,Transtate Asphalt (01),0,0,,,0,0,,53 George Washington Way,Richland,99352,46.25417,-119.2625,Synthetic Non-Major
2009,Benton Clean Air Agency,BENTON,Tree Top Inc,0,0,0,22,0,15,0,2780 Lee Rd,Prosser,99350,46.2175,-119.7175,Synthetic Non-Major
2009,Benton Clean Air Agency,BENTON,Williams Pipeline,0,0,0,79,3,15,,42612 E. Christy Rd,Plymouth,99346,45.9303,-119.40018,CAP Major
2009,Dept. of Ecology Central Regional Office,DOUGLAS,Greater Wenatchee Regional Landfill & Recycling Center,10,4,4,8,4,1,10,191 S Webb Rd,East Wenatchee,98802,47.24,-120.16111,CAP Major
2009,Dept. of Ecology Central Regional Office,KLICKITAT,Goldendale Generating Station,6,6,3,36,7,1,10,600 Industrial Way,Goldendale,98620,45.8397,-120.8272,CAP Major
2009,Dept. of Ecology Central Regional Office,KLICKITAT,Roosevelt Landfill Biogas Project No. 1,2,2,0,55,6,205,0,502 Roosevelt Grade Rd,Roosevelt,99356,45.80306,-120.16417,CAP Major
2009,Dept. of Ecology Central Regional Office,KLICKITAT,Roosevelt Regional Landfill,81,23,9,10,168,7,,500 Roosevelt Grade Rd,Roosevelt,99356,45.79528,-120.17806,HAP and CAP Major
2009,Dept. of Ecology Central Regional Office,KLICKITAT,SDS Lumber Company,35,17,7,50,66,195,0,Walnut & Stueben,Bingen,98605,45.71056,-121.47278,CAP Major
2009,Dept. of Ecology Eastern Regional Office,PEND OREILLE,Ponderay Newsprint Company,4,4,14,33,188,3,2,422767 SR 20,Usk,99180-9771,48.1752,-117.1625,HAP and CAP Major
2009,Dept. of Ecology Eastern Regional Office,STEVENS,Avista,12,9,0,227,16,617,,1151 Hwy 395 N,Kettle Falls,99141,48.62072,-118.11114,CAP Major
2009,Dept. of Ecology Eastern Regional Office,STEVENS,"Boise Cascade Wood Products, Inc. (Lumber)",6,4,0,17,35,44,,610 W. 3rd Street,Kettle Falls,99141,48.61508,-118.05936,CAP Major
2009,Dept. of Ecology Eastern Regional Office,STEVENS,"Boise Cascade Wood Products, Inc. (Plywood)",57,43,3,33,40,639,,1274 Boise Road,Kettle Falls,99141,48.60609,-118.05917,CAP Major
2009,Dept. of Ecology Eastern Regional Office,STEVENS,Stimson Lumber Co Arden,4,2,1,6,12,58,0,634 Hwy. 395 South,Colville,99114,48.45972,-117.87556,CAP Major
2009,Dept. of Ecology Eastern Regional Office,STEVENS,Vaagen Brothers Lumber Inc,18,9,6,43,31,92,0,565 West 5Th Avenue,Colville,99114,48.55328,-117.92255,CAP Major
2009,Dept. of Ecology Eastern Regional Office,WALLA WALLA,Gas Transmission Northwest Station 7,0,0,0.6,46.6,2,59.5,,Barstow Rd 10 Mi S of Ayer Jct,Starbuck,99359,46.5364,-118.2934,CAP Major
2009,Dept. of Ecology Eastern Regional Office,WALLA WALLA,Gas Transmission Northwest Station 8,0,0,2.5,115.2,8.5,233.2,,638 Lamdin Rd,Wallula,99363,46.0536,-118.8442,CAP Major
2009,Dept. of Ecology Eastern Regional Office,WHITMAN,Guy Bennett Lumber,3.1,2.2,0.2,9.3,11.7,28.5,,2050 Wilma Dr,Clarkston,99403,46.36778,-117.09389,CAP Major
2009,Dept. of Ecology Eastern Regional Office,WHITMAN,Washington State University,3,3,0,9,0,0,0,WSU EH&S Corner of Grimes Way/Airport Road,Pullman,99164-1172,46.72947,-117.17075,CAP Major
2009,Dept. of Ecology Industrial Section,CHELAN,Aluminum Co of America Wenatchee Works,311,241,2064,48,207,8491,0,6200 Malaga Alcoa Hwy,Malaga,98828,47.35139,-120.11917,HAP Major
2009,Dept. of Ecology Industrial Section,CLARK,Georgia-Pacific Consumer Products (Camas) LLC,251,249,21,567,97,600,,401 NE Adams Street,Camas,98607,45.58389,-122.40639,HAP and CAP Major
2009,Dept. of Ecology Industrial Section,COWLITZ,Longview Fibre,81,73,201,1164,915,1102,41,300 Fibre Way,Longview,98632,46.10361,-122.92167,HAP and CAP Major
2009,Dept. of Ecology Industrial Section,COWLITZ,Weyerhaeuser NR Company,106,88,646,2008,395,1259,79,3401 Industrial Way,Longview,98632,46.13152,-122.97872,HAP and CAP Major
2009,Dept. of Ecology Industrial Section,JEFFERSON,Pt Townsend Paper,291,219,117,471,42,655,38,100 Mill Road,Port Townsend,98368,48.09519,-122.79854,HAP and CAP Major
2009,Dept. of Ecology Industrial Section,PIERCE,Simpson Tacoma Kraft,76,71,319,808,56,988,5,801 Portland Ave,Tacoma,98421,47.26167,-122.42278,HAP and CAP Major
2009,Dept. of Ecology Industrial Section,SNOHOMISH,Kimberly-Clark Corporation,39.1,21,360,736.4,262.7,374.7,2,2600 Federal Ave,Everett,98201,47.98333,-122.215,HAP and CAP Major
2009,Dept. of Ecology Industrial Section,WALLA WALLA,Boise White Paper LLC,131,126,713,841,1783,749,25,31831 W Hwy 12,Wallula,99363,46.05722,-118.92167,HAP and CAP Major
2009,Dept. of Ecology Industrial Section,WHATCOM,Alcoa Primary Metals Intalco Works,405,405,4008,146,206,20842,,4050 Mountain View Rd,Ferndale,98248-0937,48.84722,-122.71278,HAP and CAP Major
2009,Dept. of Ecology Nuclear Waste Section,BENTON,U.S. Dept of Energy,1,0,0,15,12,13,6,Hanford Reservation,Richland,99352,46.278,-119.275,HAP and CAP Major
2009,Northwest Clean Air Agency,ISLAND,NAS WHIDBEY,21,14,0,12,16,14,0,AULT FIELD NAS,Oak Harbor,98278-3500,48.34319,-122.66936,HAP and CAP Major
2009,Northwest Clean Air Agency,SKAGIT,DAKOTA CREEK INDUSTRIES,0,0,0,0,10,0,0,820 FOURTH STREET,Anacortes,98221-1507,48.52055,-122.60858,Synthetic Non-Major
2009,Northwest Clean Air Agency,SKAGIT,FIBREX CORPORATION,0,0,0,0,11,0,0,750 S SPRUCE ST,Burlington,98233-2240,48.88722,-122.32972,Synthetic Non-Major
2009,Northwest Clean Air Agency,SKAGIT,GENERAL CHEMICAL CORP.,0,0,99.2,12,0,6,0,8579 N TEXAS RD,Anacortes,98221-8603,48.50944,-122.57694,CAP Major
2009,Northwest Clean Air Agency,SKAGIT,JANICKI INDUSTRIES,0.1,0.05,0.01,1.8,13.0991,1.52,,1476 MOORE STREET,Sedro-Woolley,98284-7522,48.51536,-122.21367,Synthetic Non-Major
2009,Northwest Clean Air Agency,SKAGIT,MARCH POINT COGENERATION,6,0,17.7,233.3,19.4,69.4,4.1,8507 S TEXAS RD,Anacortes,98221-9340,48.46643,-122.55908,CAP Major
2009,Northwest Clean Air Agency,SKAGIT,NORDIC TUGS INC,0,0,0,0,3,0,0,11367 HIGGINS AIRPORT WAY,Burlington,98233-5309,48.50833,-122.59583,HAP Major
2009,Northwest Clean Air Agency,SKAGIT,NORTHWEST PIPELINE GP MT VERNON,0,0,0,2,0,1,0,15498 LANGE RD,Mount Vernon,98273-8537,48.41333,-122.20917,HAP and CAP Major
2009,Northwest Clean Air Agency,SKAGIT,PACCAR,0.56,0,0.02,9.74,2.72,8.75,,12479 FARM TO MARKET ROAD,Mount Vernon,98273,48.46533,-122.44401,Synthetic Non-Major
2009,Northwest Clean Air Agency,SKAGIT,PACIFIC WOODTECH,0,0,0,2,17,2,0,1850 PARK LANE,Burlington,98233-0465,48.61472,-122.34028,HAP Major
2009,Northwest Clean Air Agency,SKAGIT,PSE FREDONIA,10,10,6,134,6,17,2,13085 Ball Road,Mount Vernon,98273-8201,48.42556,-122.39056,CAP Major
2009,Northwest Clean Air Agency,SKAGIT,PUGET SOUND REFINING COMPANY,222,222,370,1156,410,541,0,8505 SOUTH TEXAS ROAD,Anacortes,98221-9340,48.46661,-122.56197,CAP Major
2009,Northwest Clean Air Agency,SKAGIT,SIERRA PACIFIC INDUSTRIES,29,1,22,138,51,129,3,14353 Mcfarland Road,Mount Vernon,98273-8232,48.45751,-122.42352,HAP and CAP Major
2009,Northwest Clean Air Agency,SKAGIT,"SULEX, INC.",0,0,,,2,,,13221 FARM TO MARKET ROAD,Mount Vernon,98273-8706,48.45444,-122.44111,Non-Major
2009,Northwest Clean Air Agency,SKAGIT,TESORO NORTHWEST COMPANY,172,62,404,1795,851.6,507,1,10200 W MARCH POINT RD,Anacortes,98221-8662,48.49722,-122.56417,HAP and CAP Major
2009,Northwest Clean Air Agency,SKAGIT,WASHINGTON ALDER,0,0,1,10,2,4.5,0,13421 FARM TO MARKET ROAD,Mount Vernon,98273,48.45,-122.44,Non-Major
2009,Northwest Clean Air Agency,SKAGIT,WESTPORT SHIPYARD,0,0,0,0,4.4,0,0,780 PEARLE JENSEN WAY,La Conner,98257-4754,48.49451,-122.6034,Synthetic Non-Major
2009,Northwest Clean Air Agency,WHATCOM,BP CHERRY POINT REFINERY,159,157,2134,2228,466,746,2,4519 GRANDVIEW RD,Blaine,98230-9640,48.89236,-122.75467,HAP and CAP Major
2009,Northwest Clean Air Agency,WHATCOM,BROOKS MANUFACTURING COMPANY,0,0,1,6,1,17,,2120 PACIFIC STREET,Bellingham,98229-5825,48.75667,-122.45631,Non-Major
2009,Northwest Clean Air Agency,WHATCOM,CANFOR USA CORPORATION,0,0,0,0,4,0,0,4365 CURTIS ROAD,Bellingham,98226-9253,48.4802,-122.33484,Non-Major
2009,Northwest Clean Air Agency,WHATCOM,"CHEMCO, INC.",0,0,0,1,12,1,0,4191 GRANDVIEW ROAD,Ferndale,98248-8540,48.89297,-122.7026,HAP Major
2009,Northwest Clean Air Agency,WHATCOM,Chevron Pipe Line,0,0,0,,7,0,0,4100 UNICK RD,Ferndale,98428-9512,48.83417,-122.6375,Non-Major
2009,Northwest Clean Air Agency,WHATCOM,CONOCO PHILLIPS ,39,33,182,705,962,240,852,3901 UNICK RD,Ferndale,98248-9003,48.83389,-122.69056,CAP Major
2009,Northwest Clean Air Agency,WHATCOM,DARIGOLD-WEST FARM FOODS,35,35,0,17,1,15,0,8424 DEPOT ROAD,Lynden,98264-1400,48.82611,-122.75667,Synthetic Non-Major
2009,Northwest Clean Air Agency,WHATCOM,"ERSHIGS, INC.",0,0,0,0,20,0,0,742 MARINE DRIVE,Bellingham,98227-1707,48.88861,-122.5244,HAP Major
2009,Northwest Clean Air Agency,WHATCOM,FAIRHAVEN SHIPYARD,0,0,0,0,17.87,0,0,201 HARRIS AVE BUILDING A,Bellingham,98225-7018,48.72029,-122.51415,Synthetic Non-Major
2009,Northwest Clean Air Agency,WHATCOM,HEATH TECNA INC,0,0,0,1,9,1,0,3225 WOBURN STREET,Bellingham,98226-5656,48.77268,-122.44549,Synthetic Non-Major
2009,Northwest Clean Air Agency,WHATCOM,IKO PACIFIC INC.,0,0,0,6.4,6.5,5.4,,850 WEST FRONT STREET,Sumas,98295-9634,48.9928,-122.2549,Non-Major
2009,Northwest Clean Air Agency,WHATCOM,MAAX US CORP,0,0,0,0,6.5,0,0,2150 DIVISION ST,Bellingham,98226-9142,48.79803,-122.44739,HAP Major
2009,Northwest Clean Air Agency,WHATCOM,MOUNT BAKER PRODUCTS,3,0,1,16,6,7,,2929 ROEDER AVE,Bellingham,98227-0997,48.76111,-122.50806,Non-Major
2009,Northwest Clean Air Agency,WHATCOM,NATURE'S PATH FOODS,8.58,8.58,0.01,3.61,0.18,3.46,,2220 NATURE'S PATH WAY,Blaine,98230,48.97791,-122.72086,Non-Major
2009,Northwest Clean Air Agency,WHATCOM,NORTHWEST PIPELINE GP SUMAS,2,0,6,220,14.1,31,0,4738 JONES RD,Sumas,98295-9405,48.88444,-122.21806,HAP and CAP Major
2009,Northwest Clean Air Agency,WHATCOM,OCEANUS  PLASTICS INC,0,0,0,0,3,0,0,2445 SALASHAN LOOP,Custer,98240,48.8925,-122.61417,Synthetic Non-Major
2009,Northwest Clean Air Agency,WHATCOM,"PRAXAIR, INC",0,0,,,0,1,4,4466 ALDERGROVE ROAD,Ferndale,98248-9619,48.87805,-122.72444,Synthetic Non-Major
2009,Northwest Clean Air Agency,WHATCOM,PSE ENCOGEN GENERATING STATION,1,1,6,40,0,10,10,915 CORNWALL AVE,Bellingham,98225-5030,48.74556,-122.48333,CAP Major
2009,Northwest Clean Air Agency,WHATCOM,PSE SUMAS,9,9,13,37,2,7,19,1340 THOMPSON LANE,Sumas,98295,48.99278,-122.25361,HAP Major
2009,Northwest Clean Air Agency,WHATCOM,PSE WHITEHORN,0,0,0,35,0,3,0,4530 BROWN RD,Blaine,98230-9063,48.88486,-122.73181,CAP Major
2009,Northwest Clean Air Agency,WHATCOM,SOCCO INC.,1,1,0,1,8,1,0,601 A WEST FRONT STREET,Sumas,98295,48.98917,-122.27333,Non-Major
2009,Northwest Clean Air Agency,WHATCOM,TENASKA FERNDALE COGENERATION,22.57,22.57,11.9,85.8,10.41,11.54,3.5,5105 LAKE TERRELL RD,Ferndale,98248-9596,48.84083,-122.68723,CAP Major
2009,Northwest Clean Air Agency,WHATCOM,WESTERN WASHINGTON UNIVERSITY,1,1,1,6,1,10,0,STEAM PLANT,Bellingham,98225-9013,48.73667,-122.48306,Non-Major
2009,Northwest Clean Air Agency,WHATCOM,"WHATCOM BUILDERS, INC.",1,0,0,1,2,7,0,703 E LAUREL RD,Bellingham,98226,48.85457,-122.45403,Synthetic Non-Major
2009,Olympic Region Clean Air Agency,CLALLAM,Interfor Pacific Inc - Forks Division,3,3,2,11,21,94,,143 Sitkum Solduc Rd,Forks,98331,47.9714,-124.399545,HAP Major
2009,Olympic Region Clean Air Agency,CLALLAM,Nippon Paper Industries USA Co LTD,77.5,72.5,114.9,126,11.5,449,,1902 Marine Dr,Port Angeles,98362,48.137,-123.46515,Unknown
2009,Olympic Region Clean Air Agency,GRAYS HARBOR,Grays Harbor Energy,8,8,2,44,8,3,5.7455,401 Keys Rd,Elma,98541,46.967565,-123.481109,CAP Major
2009,Olympic Region Clean Air Agency,GRAYS HARBOR,Grays Harbor Paper Lp,162.8,146.6,16.6,368.4,12,681.4,,801 23rd St,Hoquiam,98550,46.97211,-123.87142,Unknown
2009,Olympic Region Clean Air Agency,GRAYS HARBOR,Paneltech Int. Llc,0,0,,,11,,,2999 John - Stevens Wy,Hoquiam,98550,46.97085,-123.85647,HAP Major
2009,Olympic Region Clean Air Agency,GRAYS HARBOR,Rohm & Haas Chemicals LLC,0,0,,12,9,6,,4800 State Rt 12,Elma,98541,46.99747,-123.38224,HAP Major
2009,Olympic Region Clean Air Agency,GRAYS HARBOR,Sierra Pacific Industries - Cogeneration,4,2,24,119,1,191,25.152,301 Hagara St,Aberdeen,98520,46.973,-123.77583,Unknown
2009,Olympic Region Clean Air Agency,GRAYS HARBOR,Sierra Pacific Industries-Lumber Mill,15,11,,,57,,,301 Hagara St,Aberdeen,98520,46.97305,-123.77521,HAP Major
2009,Olympic Region Clean Air Agency,GRAYS HARBOR,Simpson Door Co,57,52,2,18,1,1,,400 Simpson Ave,Mccleary,98557,47.0595,-123.2664,Unknown
2009,Olympic Region Clean Air Agency,GRAYS HARBOR,Westport Shipyard Inc,0,0,,,9.1,,,1807 Nyhus St,Westport,98595,46.9057,-124.10851,HAP Major
2009,Olympic Region Clean Air Agency,MASON,Olympic Panel Products LLC,29,16,,,69.2,,,204 E Railroad,Shelton,98584,47.21471,-123.09538,Unknown
2009,Olympic Region Clean Air Agency,MASON,Simpson Lumber Co LLC,56,46,,60,51,140,,3rd & Franklin,Shelton,98584,47.21233,-123.09561,HAP Major
2009,Olympic Region Clean Air Agency,PACIFIC,Weyerhaeuser NR Raymond Lumbermill,8,5,,47,24,39,,51 Ellis St,Raymond,98577,46.69141,-123.74111,Unknown
2009,Olympic Region Clean Air Agency,THURSTON,Aquatic Co,0,0,,,11,,,801 Northern Pacific,Yelm,98597,46.95048,-122.59767,HAP Major
2009,Puget Sound Clean Air Agency,KING,Aero-Lac Inc,0,0,,,44.8415,,,420 S 96th St Space #11,Seattle,98108,47.5175362,122.325943,
2009,Puget Sound Clean Air Agency,KING,"Ash Grove Cement Co, E Marginal",30.496,24.395,67.894,751.7005,3.7705,755.976,1.9295,3801 E Marginal Way S,Seattle,98134-1113,47.56799,-122.34255,Unknown
2009,Puget Sound Clean Air Agency,KING,Berry Plastics Corporation,0,0,,,41.9135,,,8039 S 192nd St,Kent,98032,47.431007,-122.231352,
2009,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Auburn,0,0,,73.1765,93.535,28.337,0.002,700 15th St SW,Auburn,98002,47.282303,-122.238361,HAP Major
2009,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Renton,0,0,,34.031,162.9835,,0.5005,737 Logan Ave N  Bldg 10 - 20,Renton,98055,47.492662,-122.208773,HAP Major
2009,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Seattle,0,0,,23.698,124.26,1.3665,0.7185,7700 E Marginal Wy S,Seattle,98108,47.53507,-122.313656,Unknown
2009,Puget Sound Clean Air Agency,KING,"BP West Coast Products, Seattle Terminal",0,0,,,34.091,,,1652 SW Lander St,Seattle,98134,47.58294573,122.3571918,
2009,Puget Sound Clean Air Agency,KING,Capital Industries Inc,0,0,,,20.824,,,5801 3rd Ave S,Seattle,98108,47.55085567,122.3314016,
2009,Puget Sound Clean Air Agency,KING,CertainTeed Gypsum Manufacturing Inc,34.39,17.883,,23.8995,7.0055,25.0865,,5931 E Marginal Wy S,Seattle,98134-2414,47.54818737,122.3367516,
2009,Puget Sound Clean Air Agency,KING,Coatings Unlimited Inc,0,0,,,28.1125,,,18420 68th Ave S Ste 110,Kent,98032,47.437853,122.244052,
2009,Puget Sound Clean Air Agency,KING,ColorGraphics Inc (Cenveo West),0,0,,,21.7205,,0.1515,1421 S Dean St,Seattle,98144,47.59546,122.31327,
2009,Puget Sound Clean Air Agency,KING,Delta Marine Industries Inc,0,0,,,13.5805,,,1608 S 96th St,Seattle,98108-5198,47.51925526,122.3132074,
2009,Puget Sound Clean Air Agency,KING,Enwave,0,0,,224.565,,68.681,,1319 Western Ave,Seattle,98101,47.605944,-122.336118,Unknown
2009,Puget Sound Clean Air Agency,KING,Equilon Enterprises LLC dba Shell Oil Products US,0,0,,,30.691,,,2555 13th Ave SW,Seattle,98134,47.58157596,122.353618,
2009,Puget Sound Clean Air Agency,KING,Exotic Metals Forming Co,0,0,,,5.327,,,5411 S 226th St,Kent,98032,47.39941,122.27458,
2009,Puget Sound Clean Air Agency,KING,Fluid Motion LLC,0,0,,,1.8995,,,47 37th St NE,Auburn,98002,47.340195,122.226978,
2009,Puget Sound Clean Air Agency,KING,Foss Maritime Co,0,0,,,15.096,,,660 W Ewing St,Seattle,98119,47.65243,122.366029,
2009,Puget Sound Clean Air Agency,KING,Franz Seattle Division - 6th Ave.,0,0,,,69.02,,,2901 6th Ave S,Seattle,98134,47.577453,-122.326107,
2009,Puget Sound Clean Air Agency,KING,Franz Seattle Division - Weller St.,0,0,,,111.85,,,2006 S Weller St,Seattle,98144,47.597568,-122.304299,
2009,Puget Sound Clean Air Agency,KING,Hexcel Corporation,1.14,0.001,0.0105,1.8045,4.586,1.4955,,19819 84th Ave S,Kent,98032,47.42513485,122.2282491,
2009,Puget Sound Clean Air Agency,KING,Hytek Finishes Co,0.073,0,0.0145,2.4255,27.1055,0.485,,8127 S 216th St,Kent,98032,47.42243568,122.2282886,
2009,Puget Sound Clean Air Agency,KING,"Industrial Container Services - WA, LLC",0,0,,,39.6255,,,7152 1st Ave S,Seattle,98108,47.53862944,122.3332845,
2009,Puget Sound Clean Air Agency,KING,Insulfoam Div of Carlisle Construction Materials Inc,0,0,,,56.15,,,19041 80th Ave S,Kent,98032,47.431634,-122.232231,
2009,Puget Sound Clean Air Agency,KING,Kenworth Truck Co - Renton,0.024,0.0135,0.0075,1.25,7.656,1.05,,1601 N 8th St,Renton,98057,47.496361,-122.195932,
2009,Puget Sound Clean Air Agency,KING,"Kinder Morgan Liquids Terminal, LLC",0.08,0,0.0065,1.052,48.2185,0.8835,,2720 13th Ave SW,Seattle,98134,47.58407564,122.3501294,
2009,Puget Sound Clean Air Agency,KING,King Co Ntrl Res Wastewater Treatment,1.088,0,9.7305,34.615,2.6885,72.317,,1400 Utah St W (West Point),Seattle,98199,47.661343,-122.431308,HAP Major
